sentiment,text
4,In bed after a good last saturday in ec. I'm gonna miss this place but can't wait til summer 
0,Just asked my friend if we were in a non-smoking hotel room. Forgot we weren't in Vegas. 
0,really frustrated that i can't upload a new picture for my profile....   
0,"@ssabz I'd come in the chat, but I'm about to watch The Boy In The Striped Pajamas. It's gonna be a sad movie. "
4,@AnnaAntell am I zoo late? 
0,@chiara_f WOMAN GET REVISING! and damn now i want to go watch  b'awwwwwwwwwww
4,The Beatles - Here Comes The Sun. 
4,Just had my hair and nails done by my fabulous mummy  x
4,"planning childrens story for tomorrow, then watching a movie with the rest of staff "
4,fuck off to the 2 followers who left me today :/ @StephersG thanks for the follow! lol 
4,@xpurposex yeah on Wednesday  come out if you can!
0,At home alone  not looking forward to school tomorrow
0,http://twitpic.com/7g8j5 My makeup so pretty I don't want to wash it off! 
0,@amazingphoebe you just did phoebe lolol hang on a sec 
4,"&quot;clubbing&quot; in toronto sat night, hotel (manhunt on all floors till 3am? yessssss!), sunday lunch with cousins&lt;3 gonna be a sweet weekend! "
0,"Just to let you know: Forever, actually means forever. "
0,ugh! I can't sleep...or stop thinking....head swimming 
4,done with helping my dad... 
4,@Realtyshark Thanks for the #followfriday. Our mom's been out of town so we just now saw it. 
4,On my way to @wesleyshearer's for breakfast 
0,"Currently playing sims2, I'm boycotting sims3 because I find the sims drop dead ugly. "
0,@saketome http://twitpic.com/5ofpw - awwwwww too cute! makes me miss my westie back home in NZ 
0,@TherealGage ummm i didnt get a email 
0,@love_Jamie oh i am were going to this club tonight...its my last night 
4,@SteveGarufi Hello Steve im great how are you?  xxx
4,i love the new alice cullen wig!  whadd'ya think? http://bit.ly/ZeA3b
4,- Kris Lundberg is speaking at the Int'l Virginia Woolf Conference today at 4pm! Come to Lincoln Center and support her. 113 W. 60th St. 
4,http://pic.gd/7149fe great dinner tonight ... Mozambican prawns    
0,"I'm so shaken, I can't think straight and I'm worried, hell worried "
0,I miss my burrito bowl 
0,"@vegbabi: so you're finding a hot lover to spend your nights with, no? within the 65+ bracket, of course. and boo. summer in the south "
0,"Oh dear, my head is absolutely throbbing! Very hungover. Morning btw "
0,Come on blokes! I think the swine flu is keep boys out of the brothels 
0,"Fell asleep with her glasses, now they are nowhere to be found!  Blind for the day "
0,OH I WANTED HER TO WIN 
0,@SasaLoves I don't know if there will be any more J/B. 
4,"âYou can only ask your body to do so much,ï¿½?-goodbye RG, welcome Aegon "
0,"i'm doing a lot of exams... haven't got time for nothing  SORRY,"
0,@iSecks 
4,@theteganandsara isn't it incredible?  The have a mug that says 'my marriage survived &quot;Twilight&quot; Now you can download &quot;Midnight Sun&quot;  
0,The graduation dance was soo SAD! Girls and guys were crying... even me...  MISS ALL OF U!!!
4,"Korean foods were delicious, now time for Beer Station and AI, my hands smell like sweet delicious meat "
4,bought peppermint sauce.... 
0,more summer research project fun!  NOtTreally.. But education is Key.
0,is donee with shy guys. they just take too long and it's so sad because i actually liked him 
4,"@tommcfly do you have all your own albums on your ipod, i guess you do? Was gonna ask when you got a show but i can just check my tshirt "
0,has got pins &amp; needles and dizzy so going to lie down before I faint 
0,Gots to wake up early tomorrow. 
4,@dagreatest3 dont feel lonely up here....im up here  you just have to get on it more
0,"worrying about Joey, he got flu "
0,Oh god! Once again...waaayy too much soda 
0,"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. "
0,@steph_davies She's so stupid.  Hahahahah.
0,"@PlugWonDeLaSoul  Im putting together a CD of mcees reciting classic poems by writers like Gwen. Brooks, Etheridge Knight, many others..."
0,@heartreach Thanks Natalie for all your help. Branson's site seems to be down right now 
0,#naperfectworld I'd have two tickets to the BET AWARDS 
4,@DebbyBruck beautiful! when children smile the world smiles 
4,"@powerofpop Before computers, I used to read. In fact, I try to read a book a day. "
0,hey everybody going to get my little girls school uniform today she's starting junior infants this year they grow up so fast 
0,omg.. had slept again  tomorrow xams... but feeling sleepy 
4,hi  i'm in twitter... watch twilight !
4,Gonna try to sleep now. Wish me luck. 
4,@fictillius nice work. 
0,"i sometime feel that too much time on your hands and facebook is a bad combo, enough searching and you find stuff u dont wanna know "
0,@Boy_Kill_Boy I feel bad for the people involved 
4,@Mary_Spiro thanks got your pic   xxx
4,@TheDalyPlanet do you know of any other Nascar drivers on here 
0,owl city is playing at chain in october too bad im not gonna be here for that 
0,I'm banging my head against the wall repeatedly. I really messed up in class! 
4,"@macaby Only now? Wow, it has been a long time! Enjoy your weekend with the hubs back. "
4,@Zzz15 goodnight lovie 
0,The problem with being away from home 4 weeks &amp; returning: The Sub Zero has Sub Zero Food in it.    Bad Planing I #fail
0,going to the doctors 
0,@tititititit ouch! stiff neck. 
0,@MiABP i love you too  really do wanna join oslo tomorrow..hate the fact that i'm working while you're having fun 
4,"@el_gingo loads of room, but I worry the shine from your gingo might alert security "
4,http://twitpic.com/7g97s - Eyes Swide Shot: Eva Herzigova &amp; David Gandy! We had a great time 
0,"@gfalcone601 Reloading the page isn't working for me...  I'll go vote again on the other computers, though!!!! #GetGiBackInTheLead &lt;3"
0,@DynamicDiva42 Coming up soon! I get along with Leo's but relationships never work cause they can never commit/flaky 
4,@iTabi LOL NICE. my dad is grilling burgers &amp; fresh corn outside 
4,Is responding to an email. 
4,"when i sleep, i dont think "
4,"@ijuanes More shirts?? Sure I can try, I'll have to get some assistance.  I'll see what I can work out."
0,The internet isn't working 
0,got in a car accident. Emilys a retard 
0,@masmom oh thats a very serious condition 
0,"im sick (got swine flu probably, they didnt test)   "
4,@HighStyleClt You're too sweet and how cosmic that we met here on Twitter!!  It was meant to be!!
0,We're going to Target   I don't wanna.
0,I'm so hungry and my wife won't feed me 
4,@Dribbby finished all thankAllah  @Karrrin oww kay2 gdlck! @Shesirawr uds nichh km lg bljr aps?
0,@jennscrzy god that would be nice I feel sick now and I know my husband won't bring me one  waaaah I'm dang stuck on this computer lmao
0,"I'm supposed 2 hav 26 pts. daily. Accordng 2 ths site Sue shared w/ me, I'd 45.5 points yesterday  http://trunc.it/kj1v"
4,Whewww tht was closeeeeeee  c'mon lakerssss!
0,seriously Mrs Fawcett is gone???.....omg 
4,Off to Santa monica! 
4,"@char2d2 very well, then im excited for you! And im doing well, tomorrow is my graduation  super relieved!"
4,kaarinaa wants to jump in the river at cadets 2nite 
0,"All my tweets are already gone, aren't they  Missed you guys tonight."
0,What is w/ the radio stations here? I don't dig them.. I miss Ryan Seacrest in the morning. You miss the little things when they're gone 
0,@SpiderxBear I know 
0,very bored  xxxx &lt;3
0,do your balls ever get so ichy after you shave them mine iched so bad they didnt let me sleep 
0,@heyybrittni well congrats! &amp; hopefully it will go fast. waiting is a pain 
0,"I apologize to anyone who thinks this is TMI but, I need to get laid. Its been 7months. "
0,"gees , i have a media test tomorrow "
4,@ninasplayground she is still sleeping! I cannot figure out what is going on - oh yeah - I kept her up until 11 the last two nights 
4,@humbertlove Love your tattoo 
0,@mandystevens  nevermind. they are sold out    ! they went on sale yesterday! 
4,"@sammcote @timkealey i just got it, but I WANT TO GO CAMPING TOO!!!  please."
4,@ShannaRayStar AND ME 
4,@a_web_designer  Pleasure mate 
0,wow. the syllabus for this class is intimidating. i have to get to bed and study first thing tomorrow morning. no toking for me 
0,@iamthebean 
0,"Its gonna cost me about R20 000 to get to where i wanna go, where the grass is always green, the city of angels, Los Angeles california. "
4,@bigwormy Now THAT sounds like fun!  
0,   I'm SICK of bedtime battles   
0,Sunday is always boring..  
0,@XGraceStAcKX the numbers are in a machine sorry  maybe it wasn't me who called?
0,I have a bigger box... time to start packing in earnest 
4,its all good! Im lovin it! 
0,@pearl_eeeee thanks Pearly thought u were here til 530  still wanna talk to you asshole.
0,#audi is off... next choice #volkswagen passat. Will have a look and testdrive tomorrow.. pff exiting stuff buying a used car 
4,@AngelicVampira aauummmm aauuummm hell I have been trying to teleport to you so hardly :'( its not working so no surprised arrival 
4,"lalala. two nights in a row? yes, pleaaseee! loves ittt. "
4,"I feel so tired again. Grrrrr.  Oh,@Salamahafifi, good luck with all your mock exams! "
0,@mitchelmusso Im sad i cant go. it makes me sad 
0,I'm fuckin sick.  Damnit.  Laying down  maaaaan
4,Is a cracking sunny morning in belfast it 
0,"Huge day today: shopping, CA Adventure Park &amp; meeting the mouse himself at Disney. Following this a delish meal. 1 day to go "
0,"the sunshine &amp; garden is calling, but not so much fun without my girlies "
0,My toes are cold 
4,My last schoolday this week 
4,just put a new picture on my myspace profile 
4,THANK YOU TO ALL MY NEW FOLLOWERS 
0,parents are home. dragging me to church at 6 
4,having a nice evening with my best friends 
0,"@ronn76 You didn't show, so we had dinner without ya...no leftovers sorry "
0,Oh no... Bad sore throat  I can feel colds coming up.
0,Goodmorning loves! Ready for a long day at the bank! Counting money that isn't mine!  http://myloc.me/2m4J
0,Okay. I was told &quot;don't be so mad what did u expect?&quot; we were turned away from the Apple store. I wanted a new case for my new iPhone 
0,"turns out I have an infection, no swine flu! Had to get a jab in the butt though and have to have another tomorrow. "
4,@URIENATOR you love it baby ;D be happy im not cracking on to you 
0,"Had to do a swine flue test today. Negative, meaning no treatment for my flue "
4,@phej E3 : PAX :: Car Shows : Car Races 
4,@dwgirl4life fine  eating lunch b4 going to work. off tomorrow. 2 more days until my birthday!!
4,@breadbox64 Thanks for making an inspirational Contiki application! 
4,"sitting in his seminar, enjoying W-LAN but continuously wanting to play a little Liebestod-waltz on his piano at home... "
0,Seriously overwhelmed with this new job position 
0,Feels like day 100 of being sick.  no bueno
4,"@elfo930 yeahhh, the pain and suffering i went through was all for a good cause "
4,enjoyed @staugaard 's first episode of hardcode.tv - remote controlled car via Wii inputs and iPhone   http://bit.ly/i7tYa
4,@joymeetsworld hope ur orientation went well 
0,@wenderella I love century egg porridge but my brother hates it so my mum doesn't cook it very often 
0,"Oh please, don't go changing  I want you so much!"
4,Is up and ready for another day.. 
4,1 day to my Birthday ! 
4,@fwump ooh can't wait to see the results 
4,"Yesterday got my Battlefield Heroes beta key, I have to say that BF is one great game. It's like quake live + team fortress 2! Awesome! "
4,@gfalcone601 I meant the Sats ;) are you going to see them? 
0,Dreading that long drive to Oracle tomorrow  glad I only make it 2 times a year
0,aw..  im so crying right now.. aw..
0,"@rudedoodle I dunno, I think stepping down pretty much forces an election. Which means tories "
4,O yeah n G'mornin yall its a beautiful day 
4,Jesus said I'm not alone! Finally driving home! 
0,"@Control__Freak Place called DROP in Osaka somewhere, so unfortunately will miss the LBT. gutted man. really wanted to go. "
4,stuck with family lol help 
4,Coming home from camping with K M and A  my arms are tired!
4,"Laps done, everyone survived, pts of war stories over Pilsner in the sun. Happy days "
0,last day of school. 
4,chillin' with corrina  haha.
4,@alexandraduggan Too bad we didn't shoot some hoops while you were here.  That would have been fun.    You'd have schooled me.
4,is off to brunch @ Le Petit Dejeuner 
4,"looking forward to coffee and cake with angela today. Oh, what i'd give to win the lottery and do lunch every day! "
4,At mango reef eatin out... Its what I do 
0,dropped her camera outside last nite and didnt know it was missin till this mornin..glad i have insurance on it...its soaked 
0,WWDC i shouldn't have bought that iphone 3g hmmph 
4,This day has really exhausted me!  Can't wait to go to bed &amp; cuddle 
0,"@deelah Can't stand plain ones (well maybe the mini ones, just because they are fun to eat)  don't like chocolate unless it has nuts/PB!"
0,UNREAL! The post office I used on Friday was robbed and my parcel was stolen 
0,@sandflea82 shane dawson threw me off 
4,@GrizzlyCullen Howdi fella!! How are you! We haven't  been on at the same time in ages! Liking your blip music!! 
0,such a beautiful weekend and I didn't get to ride one mile 
4,"Working hard on a beautiful day!! Yeaaaah!!  in St. Francis, WI http://loopt.us/vV5jZw.t"
0,@SamJones7 it's going by slow  how about you?
4,@wandson http://twitpic.com/6q5gi - don't worry 
0,sleeping in the living room on the couch. there is a spider or something in my room that bit me and now i have huge marks on my chest 
4,is off into town! 
0,@_mare_ lmao!!! I'll do it all mare!!! I miss u! 
4,Syracuse zoo; you guys do a great job!!!!!! Had a fun weekend there with the girl scouts 
0,Hannah and I are freaking out about try outs this week... 
4,#followfriday Thanx Luv !  @Loveandemulsion @weizenbaum @twitseeker @MoringaMax @EdWorksAcademy @melisangel
0,Missing bianca.... Feeling like if i have lost her...  
0,@carole29 hello there! How's you? Not been up to much really! All is boring in Christyland at the mo 
0,@BlogXilla I was about to DM and tell you that. Sorry to see it is down 
0,@tatadreams I miss you already too....  im sad you had to split sooo early  
4,finished my essay 
0,These poor babies probably have dirty diapers  I am so hatin these baby mommas right now!
4,@gena91 Your a dork. Forrr reallllls 
0,Just woke up. I hate sleeping in 
0,is ridiculously sick.  waaaah.
4,"OK, OK, I'm doing C.... you knew I was anyway! "
0,@nikkiwoods Absolutely - it's particularly noticeable in London b'coz we very rarely get nice weather so most of the time people are glum 
4,@loobieelectric oooooohh is she now! we must go and see 
0,"@bryanhuddleston I LOVE #Win 7, but IT management here won't let me run it as a core OS.   I would if i could."
4,"@KizEnt LOL...I feel you. Well good luck with your shows, enjoy yourself. "
4,"@ddlovato I wish I was a celeb like you, Miley Cyrus, Selena Gomez, Taylor Swift, and all those pretty girls out there! "
4,"@sallyslytherin sweet  I had a friend named Madrigal, she totes named her daughter &quot;Aria&quot;. Adorable, right?"
4,Just went shopping with miranda and found my perfect dress for johnnie highs! 
0,what is this total absence of s/w documentation crap???   its not written to be  THAT innately useable. 
0,I don't want him to go home 
4,REACHING OUT  HAVE A GREAT DAY
4,@bricksofwine I thought Star Trek was an excellent movie. I'm very pleased with Abrams so far 
4,There is usually a golden nugget of fortune in a cowpatch of calamity. To get to it you have to get your hands dirty 
4,Also my friends were sitting on my lap because the benches were taken... my life is still sad... but at least I wasn't abandoned! 
0,Its only been one day but ive missed you guys already 
0,I have no idea who those blokes are  @DCbigpappa @dandyscopic  @wrhunt @downtheticket @DCBadger @jwtrautman  http://pikchur.com/aD9
0,wishes she was out with old friends tonight  oh well tomorrows another night ;)
4," all done., time to finally start shuting down"
4,"for some reason my nights gonna consist of pizza,bbq wings,cheesy bread and movies "
0,@lizziedr It's cool! :-bd It just makes me miss Photoshop 
0,"@_rolando : Haha, Gatorade sounds good right now. They serve it in the gym after PE. but I don't have PE today "
4,me and Dei are kidnapping Alyssa and taking her on her suprise filled weekend! 
4,going to bed as I told Sara I would  Night Y'all and rats are canibals do not trust !!!!! *when hungry with a fericious appetite ARRG !
0,"So like, I had this dream last night, that i tried to shoot my self in the mouth, nothing happened then  i tried to die using cable tie "
4,@tgosingtian I had beef nilaga for lunch too. is that your favorite? 
0,yo yo diggity yo tweets! i have a headache 
4,Had a great night on wednesday 
0,@charlieskies you dead? 
4,@pugofwar Crusader Strike. Assuming you are going retribution. And then Divine Storm at 60. At that point you have 3 buttons to push 
0,"@thisislilwayne Really, I don't think it's easy to pick....they're very good! I can't wait for the album! Just hate having to wait "
0,@Johnathonhock I miss you already and ill miss this  http://bit.ly/vqReK
4,countingcrows @ManageUrLife @JuliaTSimpson @DecidingDestiny @wildwindart ALL DESERVE THANX &amp; FOLLOWERS!!! 
0,@xjkradicoolx Yeah poor baby  she's a 11 y/o golden retriever. I feel bad for her.
4,"@smiles94518 yeah, I'm meeting a group for a tailgate.  ok, nighty knight for real! lol"
4,"@tommytkup yeah, if u are  "
4,@bllix Sounds like an awesome dream 
0,"Finally signed up for Audible (after innumerable podcast ads) only to find that it's not compatible with my player.  Good going, Audible! "
4,Fog horn of DOOM! A great way to start the morning... living next to the harbour is really great 
0,You could always just go to: http://m.twitter.com That's what I do. The non-iPhone apps I've found so far all kinda suck. 
0,Starts to get sleepy. Always at this hour 
0,"this day starts my week of actual responsibilities    well just till thursday, then it's vacation time!!!!"
0,I just got soap in my eyes. IT BURNS! 
0,@susan3325 where r u? Sorry u have to eat alone 
0,"is bored, it's nothing on TV, and I can't think of anything else to do "
4,"@yvonnesoundsoff thanks a lot! I love to make music, if you want to hear more let me know "
0,@runx2 aiyoh! Janet's hair now is reddish brown lah.. unfortunately.. so still not cool enough. 
4,Off shopping for shoes and perfume!!!.....perfect day 
0,Snake doesn't like it in the jar... trying to figure out how to get out... but think I might have trapped it's take between jar &amp; wall 
0,"@Indigored_hot  sorry your day was a waste, hope you found some good bits in it and YAY you are homeward bound."
4,@Brysonen light ones 
0,"@thebellman  it's quite messy, I understand. Can't it be solved by cattle-prodding a few people?"
0,pretty confused atm...don't really know WHAT to think 
0,@trekkerguy i will twitterflash @trent_reznor. i respond like he does to ppl like that so i feel for him  i get all RAAAAWR.
0,@CrazyPingu better not have gobne offline...How annoyingwould that be 
0,i miss my friend Harmony very much 
4,Never underestimate the power of sunshine!  It's one small thing that makes all the difference on a Monday morning. 
0,@denifty WTF?!?! I wonder why....maybe cuz it's a touch..geez IDK 
4,@DogArtist2  good quote for what we are going through lately 
4,@calvin141170 See - told you the summer would start when I found my sunglasses 
4,yay its sunny yet again 
0,AAAAHHHHHH...is it so?? will @shansimp really be in DC over the weekend...DM me your number...my phone is &quot;out of commission&quot; 
0,@_Myrhh_ I said that sucks. 
4,"@ThomasCoche Fontaines, LocFontaine, Fountain Locator, Fountain Maps, Maps Fontaine ? "
0,@jackadog think you might have struck out there mate check the streams from earlier  #pawpawty
4,@WhITtChAnEy will b praying 
0,"must remember, the tag for the SLA conference is #sla2009, not #sla09 -- oh, except I'm not going so I guess it doesn't really matter "
4,Off to bed tweeps  Ciao!
0,I had a horrible dream last night!  I just want to hear thomas' voice now.
4,@mitchelmusso listening to my favorite song right now. us against the world... by mitchel musso. 
0,"@hollseey ten minutes. Circle line decide not to to anywhere when I got on  still, nearly home now..."
0,can't wait till examss are overr... then partyy timee.  i hope i get 90% n above on my math examm. or else this studyingg is a wastee. 
0,About to go finish the dishes 
0,@shuttergirl Oh no! What happened? 
0,"i have no idea why but i have this emotional feeling and pain about not seeing my b-ball team, the Ballers again. time to see therapist.. "
4,Tonight.... Keep it together party's!!!!!!! C'mon people! 
0,"beautiful sunday, wish i was spendin it wit Bookey! "
4,"@HipHopJunkie951 no,its the reason i STAYED in medical school...i went to medical school to fulfill fam's dream! "
4,"Audience was deffinatly the best by far woop, doing the pics on facey b now "
4,"@justinmgaston Sorry Justin. U may be a nice guy, but u cannot stop destiny. NILEY .... Forever ....for Always.... for LOVE "
4,"@Alyssa_Milano housekeeping Tuesday, UPS wednesday .... "
4,@punkrocker20706 I know! I watched it again LOL.  I was watching Star Trek all day so it was super fitting 
4,@jephjacques excuse me sir..... I don't mean to alarm you...... but your face has melted off. you might want to do something about that. 
0,@mariomoraesindy mario your last twitpic did not work 
0,@dasxxyone  I wore my winter coat today 
4,Music makes me happy 
4,@IsraelWineGuy You are tweeting from the Web? That is so last month! 
0,"@vRITHNER Ah, now found it http://tinyurl.com/o6a32j. Didn't show up in a #bing search!  Looks nice though, so I'll try it."
4,"It's follow Friday guys! I may follow some of you! I'm going to click on my 'followers' button, and just follow some random people! "
4,There.  That might do the trick.  
0,is having a tough time with work .. is overworked and overstressed  and is a slave to work..
4,I alreay feel the hang over. Soooo worth it 
4,"im listening to greenday  sorry, im not actually goin any where lol"
0,@Swampkittens @iluvmikediamond i wanted to be able to mms and you cant 
4,@jasoncrouch Yep.  Again!!!  I hope you're okay with that.  
4,After a second-hand Canon 5D battery grip...anyone got one floating about? 
0,"@Alegrya Yeah, I've got the same issue - signed up but no confirmation email "
4,is so grateful to have everything she has  is truely feeling blessed &lt;3
4,"@welovedc That sounds about right.  When, exactly, do we get fall though?  "
0,Hangin at home 
4,@makinitmatter it would cut off my circulation. Lol 
4,seeing the boy in the stripped pjs 
0,Finally a nice day in MA! Don't think I could have taken more rain. Having @NKOTB withdrawl  &lt;*Sandi* &gt;
0,why did matt have to get voted off american idol? 
0,kinnnda sad i cnt go to METRIC tonight.. but thats life  off to grab a drink.  xo
0,ugh finals 
0,i think the jeans i wore last night are finished.  they are my favorite pair. 
4,@DEW_me that's fine! 
0,@LaurenConrad plz come 2 the uk 
0,"i got 2 big sisters, 1 of them loves me, the other is acting different "
4,@DawnYang1 pretty soon you will miss father's nagging!! 
4,"Another late night...uploading old vacation pix, checking horoscopes. Oh, wait, it's morning.    ^^ vampire's hours ^^"
4,Having lunch with my boo 
4,@feblub do hope so... hate exams like the next person. Glad you're doing ok  Give it a go... read a book 
0,@probigeorge11 keep getting error msg from new ubertwiter about IT policy conflict 
4,"Final schedule for saturday's Comcast Real City Tv-&quot;Ladies Night Out&quot;.We'll be at Emoda boutique,Shout,and then Pure.Come hang out w/me. "
0,Its way to early to be awake on a sunday... I don't even get to go surfing 
4,@DuppyConquerah we got pita chips and hummas and a huge bottle of wine! What kind of beer does jon like? See u around 3 
0,feels bad for Rhi. Teething not fun 
0,"@KatieD80 No, I live in Michigan.    I wish I could bake cupcakes and send them through the computer screen!!"
4,"Lots of web work this morning, then ultimate in the park this afternoon.. busy busy "
0,Just saw two mother ducks with about 15 ducklings trying to cross the interstate.  
0,@CNReilly I missed Match Game tonight    I hope I make it tomorrow night.
0,RIP Prof. Motwani.. Wanted to take at least one of his courses  http://bit.ly/2DTDv http://tr.im/nCjH
4,Last day of school! Woo! I'm only going for extra credit. Lol  ~Tina~
4,tr ? cr  @shantisaha dammn that beef and broc. Would have been bomb if ya'll saved me some. Damn I'm cravin those wings too. LOL
4,Finally snagged the #1 Google Search result with my site. Check it out! Using LMGTFY in celebration  http://tinyurl.com/nmvmaw
0,"@moniquedao I know, I always get tired after getting a shot, I hate shots. I feel like crying everytime I'm about to get a shot "
0,well from what I have read over so far sounds like rain at RIR 
4,@andreagauster im glad you liked the compliment 
0,@rexyy sorry I couldn't make it!!!!!!  I know I missed out 
0,"so apparently you can't get the flu after you have a flu shot..tell that to my aching joints, constant cough and fever "
4,boss at work wants a corporate twitter acct for me. lol i bet it will get more followers 
4,@dtpriceless hey lady ya morning flowin rite 2day 
4,@Zwysket why would you dye the hair you cut off? Seems a bit silly 
0,I want one of those yellow NBA towels!!! 
4,@XeroVoltage No doubt.. except theres not really a whole lot of tractors in a mill :/ Maybe a CNC or something. Noob 
4,@brianaisapirate follow me on here 
0,Michael got to the marg and smeared it avoer himself and the table 
0,in Murfreesboro @ appointment REALLY need  to be in franklin. Like now 
4,@b1tzmast3r thanks 
4,@archiCentral VERY NICE. The roof embraces the bldg. Nice fabric-effect on its design too.....almost palpable. 
0,My throat is still soreeeee  I can't wait until this is overrrrr
4,"1. i am one of those peoplr who love the songs of @jonasbrothers. uhhh, and i guess them "
4,@blindsmandc Hey you! Your name threw me for a second but now I get it! Put up a pic 
4,@lemi_dovato DEMI! Hehe. You get my 800th tweet. I lovee youu! Bahah. I almost typed lemo dovati. That would be a cool name too 
4,myspace-ing. can't wait to go CD-shopping! hopefully i get some awesome ones 
0,@TFILS718 it's not my house though 
0,"Sad she wont be @echohattix little helper today   , but will reunite soon!!!! awww man... sorry sis, &quot;Marcus&quot; has left the building..lol"
0,Twitter is not letting me change my profile pic and I'm mad 
4,Weather seems 2 b clearing up and getting warm...kids getting in pool and Im going 2 lay out! Relax time..I really need it! Smiles 2 all! 
0,"wish they let me go home tmrw, its freezing and noisy here. cant sleep well. i miss my bed "
0,@taylorswift13 I can't watch it  It's not on tv here in Norway.. But I voted for you 
4,"@UrsulaGraham that is nuts but you know he is probably right, lol! GO TO BED!!! "
0,Arghhhh! Lightening Has Just Struck Right Outside My Bedroom Window  Not A Sight I Wanted To See....
0,Yaay. Lunch time. I'm so sleepy already 
0,Gettin up now 
4,hahahaha. found my year 10 planner. Jo telling me to &quot;bloody chill&quot; because of what we nicknamed the &quot;sheet incident&quot;. hahahaha.  x
0,"@denims65 Aint no damn sigh....its a ROAR...LOL...I wanna bone, dammit "
0,@spitphyre what time do u leave tmrw? We will miss u! U will be logging in often nah? 
0,The hills finale  MTV movie awards then work @ 11...
0,@SookieBonTemps naw its been alil messed up 2night 
4,@asktonyc busy busy busy - I like your new AVATAR!   How about you?  Anything exciting going on?
4,mock tria in mccarrons tmo. guess what? im asst. attorney and i have NO CLUE wat to say or do. story of my life  sarcasm....
0,loving the new tat but hating no pool for a week 
0,I want a cheese dog on a stick. 
4,watching the adams family values love this film 
0,"Taking best friend to the doctor (Bella, obviously.) "
0,@iheartbeans Hey.....  I know what you mean.. its been one of those weeks!!! ... im sorry...
0,sad i didn't know about golden axe playing last night... 
4,"@elhose Good show tonight  I'll see you guys soon, come down to tampa!"
4,"Thanks everyone - Joseph is Joseph, pretty much  Meetings are about where he goes to school, etc."
0,"OH YAY! this is an old ep pf CSI! i miss Warrick, Sarah and Grissom "
4,"@AnthonyONeal I see you trying to play me about the cable, it's all good though..I'll remember that! *smh* Have a good night "
0,is gutted as to how rubbish Night Of The Museum 2 was 
4,Chillin in my boxers drinking a mojito while everyone is getting ready. I love life 
4,"funny to already see referrals from &quot;Bing&quot; in the logs. and no, they're not all MSFT peeps "
4,"@fryfan20 Jeeves' description is perfect for Stephen ~ you have to read The Code Of Wooster, it's perfect for starting "
0,getting ready to go to work   have had two really busy days at school and really don't want to go in lol!
4,ok..smiling from ear to ear here  hahaha!
4,"finally at home. yay.  yestarday i went to bravo otto, and it was great. also the classtrip was good, i enjoyed it."
0,@Lascurettes know anywhere I can score OSX 10.4? I have 10.5 and an old eMac but its running 10.3  wont run 10.5
0,"is considering either kidnapping her dad and taking him to the tmobile store, or opening up her own account. i'm so tired of this. "
4,thinks YOU're full of shit.  
4,@Elijahbutterz got any pics of the whole jacket? 
0,Tweettweeet I missss our kathryn &lt;3 
4,@mikeyway thank you.  
0,@lilyroseallen wish i was on me way to airport  xx
0,@zerbetron Trend Micro will NOT STOP EMAILING ME SPAM! There doesn't seem to be a way to unsubscribe 
0,is lonely 
4,@TheTZA It's OK... sometimes life gets in the way of living life. Don't feel bad and I hope that things are OK now. 
4,"@piticu21 asa rau te-a suparat Bendeac, ti-ai picat blogul? &quot;the address http://www.piticu.ro/, which is currently unavailable.&quot; "
4,I love the fact that at this company being called a skiver is a good thing 
0,"At adelaide airport... boarding in 15 mins, home time!!! I miss my doggies sooo much "
0,Wished... but i gues it aint gonna happen. ily 
4,"@derivativeofu not a problem, anytime "
0,"Ouch my knee is so sore bad times, hope its better 4 work dont fancy being on my feet allday doin an 8 hour shift with a sore knee "
4,@mitchelmusso I love that I have seen your music video for Hey! More then the Jonas Brothers new music video for Paraniod on DC 
4,"@mikecmusic bagels on the Hudson! salmon lox with cream cheese, free delivery "
4,@LiPeony Definitely! It's either &quot;Up&quot; or &quot;Startrek&quot; 
4,there appears to be a '  ' in limbo on my wp. now where did that come from i wonder
4,"@Tojosan Thank you, you too! Wish I could have stayed longer but lobster and Chef Keller were calling my name "
0,awwwww! nothing seems to be going right ! 
4,Vamos ajudar gente  @tommcfly Tom need some help!! http://bit.ly/VwV6H /  And the first place too!
0,Time to go lift some weights. Four weeks is a lot longer than I meant to wait since the last time.  
0,Feeling  blue. Really blue. All the way blue. 
4,shecky95 @renatak  Happy Moms Day to u as well and many more to come 
4,@purpledaisybug - okey! good luck on that too! 
4,@EileenMarshall : good  soon they will all be at home and you will have no time at all ;) Shall we have lunch soon ?
4,"@SooBoatWatcher If you are ever so inclined, I would love to have some of her recipes "
4,@ceciliatan @midnightdesire made me a pretty bookcover!  It's the background of my twitter.
0,woke up tooo early. 
4,"@agardina Excellent, I will make sure to always crack'em in half!  Did you and Colin go out for the TX 1 year anniv?"
0,@ashumittal You always have amazingly colorful and uplifting photos .. great way to start a chilly Monday!  We had FROST last night 
0,@AdamWoodyatt welcome back adam have missed ur updates 
4,"@curiousillusion Shoes, VERY important. And remember these two words: &quot;rojos&quot; &amp; &quot;cortos&quot;, &quot;rojos&quot; &amp; &quot;cortos&quot;, &quot;rojos&quot; &amp; &quot;cortos&quot;. "
0,"playing depressing songs atm, my day keeps getting better by the hour  *sigh*. @AmyMarshall722 wish i was in the mood for that girlie =["
